web-scraper-order,web-scraper-start-url,titre,prix,adresse,image_url-src,pagination,pagination-href
"1751050924-1","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coqs colorés","8 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5394586_uploaded_image1_1751020727.jpg","",""
"1751050924-2","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet pondeuses","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_5393356_uploaded_image1_1750945446.jpg","",""
"1751050924-3","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5384185_uploaded_image1_1750435313.jpg","",""
"1751050924-4","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple voyageur","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5381347_uploaded_image1_1750286641.jpg","",""
"1751050924-5","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","25 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5381090_uploaded_image1_1750274032.jpg","",""
"1751050924-6","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","12 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5381084_uploaded_image1_1750273882.jpg","",""
"1751050924-7","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin de Race Papillon","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5368095_uploaded_image1_1749565038.jpg","",""
"1751050924-8","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Métis californien","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5364052_uploaded_image1_1749295289.jpg","",""
"1751050924-9","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet Padovani","45 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_5353407_uploaded_image1_1748690625.jpg","",""
"1751050924-10","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins Brahma","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5352324_uploaded_image1_1748613214.jpg","",""
"1751050924-11","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins Métis Californien","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5350705_uploaded_image1_1748514803.jpg","",""
"1751050924-12","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet","50 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5344600_uploaded_image1_1748179147.jpg","",""
"1751050924-13","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","couple mondain adulte 2024","200 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5337087_uploaded_image1_1747753115.jpg","",""
"1751050924-14","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Braman Hermine","90 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329879_uploaded_image1_1747329681.jpg","",""
"1751050924-15","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple Braman Hermine","90 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329869_uploaded_image1_1747329370.jpg","",""
"1751050924-16","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Dindon","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323572_uploaded_image1_1747046013.jpg","",""
"1751050924-17","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323552_uploaded_image1_1747045029.jpg","",""
"1751050924-18","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon King Indigo","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321991_uploaded_image1_1746917494.jpg","",""
"1751050924-19","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","30 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5290537_uploaded_image1_1745182886.jpg","",""
"1751050924-20","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg","",""
"1751050924-21","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin geant","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5276799_uploaded_image1_1744362952.jpg","",""
"1751050924-22","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Barman","12 500CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5276065_uploaded_image1_1744311662.jpg","",""
"1751050924-23","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5274182_uploaded_image1_1744216748.jpg","",""
"1751050924-24","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5274177_uploaded_image1_1744216637.jpg","",""
"1751050924-25","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons voyageurs","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5274172_uploaded_image1_1744216429.jpg","",""
"1751050924-26","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Brahma columbia","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5272290_uploaded_image1_1744128456.jpg","",""
"1751050924-27","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons de race","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5258333_uploaded_image1_1743424345.jpg","",""
"1751050924-28","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet local","3 500CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5252650_uploaded_image1_1743037834.jpg","",""
"1751050924-29","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon","100 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5246700_uploaded_image1_1742737554.jpg","",""
"1751050924-30","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5232372_uploaded_image1_1741970489.jpg","",""
"1751050924-31","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Métis Californien","25 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5225208_uploaded_image1_1741633076.jpg","",""
"1751050924-32","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coque Hermine","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5202384_uploaded_image1_1740482590.jpg","",""
"1751050924-33","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins métis californiens","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5198096_uploaded_image1_1740225080.jpg","",""
"1751050924-34","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin Californien","120 000CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189123_uploaded_image1_1739781768.jpg","",""
"1751050924-35","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5180652_uploaded_image1_1739276152.jpg","",""
"1751050924-36","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin herminé","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg","",""
"1751050924-37","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg","",""
"1751050924-38","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","12 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg","",""
"1751050924-39","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","12 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119494_uploaded_image1_1736025705.jpg","",""
"1751050924-40","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin Herminé","36 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5107651_uploaded_image1_1735215733.jpg","",""
"1751050924-41","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104370_uploaded_image1_1734964382.jpg","",""
"1751050924-42","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lahore lavande","30 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5088564_uploaded_image1_1734010113.jpg","",""
"1751050924-43","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Mondain","200 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg","",""
"1751050924-44","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin brahman","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg","",""
"1751050924-45","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Mondain noir","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078519_uploaded_image1_1733444790.jpg","",""
"1751050924-46","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","couple boulon saxe","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069958_uploaded_image1_1733056070.jpg","",""
"1751050924-47","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple adulte métisses","35 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5064256_uploaded_image1_1732714222.jpg","",""
"1751050924-48","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma","45 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5044135_uploaded_image1_1731603018.jpg","",""
"1751050924-49","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple mantau écailles de 2 mois","15 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5043101_uploaded_image1_1731565347.jpg","",""
"1751050924-50","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","lapins mâle adulte","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg","",""
"1751050924-51","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Rex garenne","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4998472_uploaded_image1_1729159431.jpg","",""
"1751050924-52","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon pan indien","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg","",""
"1751050924-53","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg","",""
"1751050924-54","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple lapins","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg","",""
"1751050924-55","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapins","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975768_uploaded_image1_1727986043.jpg","",""
"1751050924-56","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Coq","3 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975038_uploaded_image1_1727964716.jpg","",""
"1751050924-57","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg","",""
"1751050924-58","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin","50 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4954195_uploaded_image1_1726867840.jpg","",""
"1751050924-59","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946879_uploaded_image1_1726499763.jpg","",""
"1751050924-60","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg","",""
"1751050924-61","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulets Fermiers","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg","",""
"1751050924-62","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon voyageur","25 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg","",""
"1751050924-63","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg","",""
"1751050924-64","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","couples lapins","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg","",""
"1751050924-65","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons Voyageurs  et boulants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg","",""
"1751050924-66","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","pigeon voyageur","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917441_uploaded_image1_1724967120.jpg","",""
"1751050924-67","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon Boulant Gaditano","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884507_uploaded_image1_1723139531.jpg","",""
"1751050924-68","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux Gdf","60 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4868318_uploaded_image1_1722369912.jpg","",""
"1751050924-69","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg","",""
"1751050924-70","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin Caillouté Et Porteur Caillouté","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4862961_uploaded_image1_1722048205.jpg","",""
"1751050924-71","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeon mondain noir","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg","",""
"1751050924-72","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pan indien blanc","35 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg","",""
"1751050924-73","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Pigeons  Texan","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg","",""
"1751050924-74","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Couple pigeon mondain blanc","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg","",""
"1751050924-75","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Paires engoura","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4841263_uploaded_image1_1720874099.jpg","",""
"1751050924-76","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Jeune Mondain 2024","150 000CFA","Thiaroye, Sénégal","https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg","",""
"1751050924-77","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Œufs fertiles et poussins de goliath","15 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4836511_uploaded_image1_1720629763.jpg","",""
"1751050924-78","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Lapereaux métisse Géant et Californien","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg","",""
"1751050924-79","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poussin Herminé standard","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824502_uploaded_image1_1720037338.jpg","",""
"1751050924-80","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Mâle brahman Hierminés","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824501_uploaded_image1_1720037293.jpg","",""
"1751050924-81","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Cochin porteur caillouté paire","120 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818681_uploaded_image1_1719796046.jpg","",""
"1751050924-82","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Hermines et cochins","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg","",""
"1751050924-83","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poulet du pays","3 500CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg","",""
"1751050924-84","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons","Poule Brahma","95 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg","",""
